created_at,entry_id,field1,field2,field3,field4,field5,field6
2024-04-01 02:11:09 UTC,12919,18281.65234375,8.529999732971191,59.29999923706055,3.65870576433497,8.6875,1711937469
2024-04-01 02:41:12 UTC,12920,18281.65234375,7.929999828338623,61.72000122070313,3.659148688075535,8.3125,1711939272
2024-04-01 03:11:15 UTC,12903,18278.4765625,7.400000095367432,63.88000106811523,3.659288067045579,7.5625,1711941075
2024-04-01 03:41:18 UTC,12900,18278.4765625,7.239999771118164,64.05000305175781,3.659225410692126,7.5625,1711942878
2024-04-01 04:11:21 UTC,12911,18278.4765625,6.889999866485596,65.5199966430664,3.659277355855667,6.625,1711944681
2024-04-01 04:41:24 UTC,12922,18278.4765625,6.460000038146973,67.9800033569336,0,6.6875,1711946484
2024-04-01 05:11:27 UTC,12924,18275.75390625,6.239999771118164,68.5999984741211,0,6.5,1711948287
2024-04-01 05:41:30 UTC,12921,18276.20703125,5.630000114440918,70.19999694824219,3.679352352330864,6.1875,1711950090
2024-04-01 06:22:17 UTC,12923,18275.30078125,5.289999961853027,72.91000366210938,3.658934280228662,6.0625,1711952537
2024-04-03 07:22:15 UTC,12930,18278.4765625,4.610000133514404,84.29000091552734,0,4.5,1712128935
2024-04-03 07:52:18 UTC,12932,18278.4765625,4.53000020980835,85.01000213623047,3.656983439567331,4.1875,1712130738
2024-04-03 08:52:41 UTC,12934,18278.4765625,4.650000095367432,79.94000244140625,3.661533052580656,4.5,1712134361
2024-04-03 09:22:45 UTC,12939,18278.9296875,4.820000171661377,77.55000305175781,3.668913689032238,4.625,1712136165
2024-04-03 09:52:48 UTC,12944,18278.9296875,4.96999979019165,79.37999725341797,0,4.6875,1712137968
2024-04-03 10:22:51 UTC,12940,18279.3828125,5.170000076293945,77.7300033569336,3.685874908052313,4.9375,1712139771
2024-04-03 10:52:54 UTC,12946,18281.65234375,5.440000057220459,75.20999908447266,0,5,1712141574
2024-04-03 11:22:57 UTC,12945,18281.65234375,5.78000020980835,75.66000366210938,3.666273119834172,5.5,1712143377
2024-04-03 11:53:01 UTC,12925,18281.65234375,,71.75,3.666619807227696,5.6875,1712145181
2024-04-03 12:23:04 UTC,12926,18281.65234375,6.260000228881836,70.4800033569336,0,5.875,1712146984
2024-04-03 12:53:07 UTC,12931,18281.65234375,6.329999923706055,72.33000183105469,3.667146342144962,5.9375,1712148787
2024-04-03 13:23:10 UTC,12933,18281.65234375,6.329999923706055,72.83999633789062,3.667690058836724,5.75,1712150590
2024-04-03 13:53:13 UTC,12927,18281.65234375,6.860000133514404,70.88999938964844,3.648952323221122,6.125,1712152393
2024-04-03 14:23:16 UTC,12929,18282.103515625,7.210000038146973,69.04000091552734,0,6.625,1712154196
2024-04-03 14:53:39 UTC,12943,18281.65234375,6.889999866485596,72.7300033569336,0,0,1712156019
2024-04-03 15:23:42 UTC,12937,18280.744140625,6.829999923706055,75.19999694824219,0,6.5,1712157822
2024-04-03 15:53:45 UTC,12938,18279.3828125,6.300000190734863,83.02999877929688,3.669282203501639,6.1875,1712159625
2024-04-03 16:23:48 UTC,12928,18278.4765625,5.900000095367432,84.81999969482422,3.669373690123617,5.75,1712161428
2024-04-03 16:53:51 UTC,12935,18278.4765625,5.510000228881836,84.9000015258789,0,5.5,1712163231
2024-04-03 17:54:10 UTC,12936,18278.4765625,5.579999923706055,87.9800033569336,3.669368596897089,5.25,1712166850
2024-04-03 19:55:14 UTC,12942,18275.30078125,5,91.0999984741211,0,4.9375,1712174114
2024-04-03 20:25:32 UTC,12941,2079.625244140625,4.449999809265137,92.68000030517578,0,0,1712175932
2024-04-03 20:55:35 UTC,12954,18278.4765625,3.799999952316284,99.98999786376953,3.688105565544625,4.125,1712177735
2024-04-03 21:25:38 UTC,12949,18278.4765625,3.5,99.98999786376953,0,3.875,1712179538
2024-04-03 21:55:41 UTC,12950,18281.65234375,3.190000057220459,99.98999786376953,0,3.375,1712181341
2024-04-03 22:25:45 UTC,12951,18286.640625,3.150000095367432,99.98999786376953,3.707036165587061,3.3125,1712183145
2024-04-03 22:55:53 UTC,12952,18288.001953125,3.049999952316284,99.98999786376953,0,0,1712184953
2024-04-03 23:56:22 UTC,12953,18288.001953125,2.660000085830689,99.98999786376953,3.7065892590977,2.75,1712188582
2024-04-04 00:26:26 UTC,12961,18291.17578125,2.910000085830689,99.98999786376953,0,2.5,1712190386
2024-04-04 01:27:04 UTC,12955,18294.3515625,2.990000009536743,99.98999786376953,0,0,1712194024
2024-04-04 01:57:27 UTC,12957,18294.3515625,2.890000104904175,99.98999786376953,0,0,1712195847
2024-04-04 02:27:30 UTC,12959,18291.62890625,2.769999980926514,99.98999786376953,0,2.5625,1712197650
2024-04-04 03:28:02 UTC,12956,18297.52734375,,99.98999786376953,0,2.6875,1712201282
2024-04-04 04:58:49 UTC,12960,18297.52734375,,99.98999786376953,3.704457145866067,2.0625,1712206729
2024-04-04 05:29:12 UTC,12948,3190.875244140625,1.789999961853027,99.98999786376953,0,0,1712208552
2024-04-04 05:59:35 UTC,12958,3086.10009765625,1.789999961853027,99.98999786376953,0,0,1712210375
2024-04-04 06:29:39 UTC,12947,-1,,,0,0,1712212179
2024-04-04 07:10:28 UTC,12984,2098.67529296875,1.159999966621399,99.98999786376953,0,0,1712214628
2024-04-04 08:10:43 UTC,12982,-1,,,0,0,1712218243
2024-04-04 09:42:09 UTC,12978,18297.52734375,1.190000057220459,99.98999786376953,0,0,1712223729
2024-04-04 10:12:25 UTC,12983,18297.52734375,1.190000057220459,99.98999786376953,0,0,1712225545
2024-04-04 11:33:32 UTC,12969,18321.564453125,,,0,0,1712230412
2024-04-04 12:03:35 UTC,12964,18322.01953125,1.25,99.98999786376953,3.546351975381949,0.875,1712232215
2024-04-04 12:54:55 UTC,12981,1930.400024414063,1.279999971389771,99.98999786376953,0,0,1712235295
2024-04-04 13:25:01 UTC,12973,18329.27734375,1.110000014305115,99.98999786376953,3.527578727527212,0.5,1712237101
2024-04-04 13:55:27 UTC,12962,18328.482421875,1.25,99.98999786376953,0,0,1712238927
2024-04-04 14:56:09 UTC,12963,18329.27734375,1.789999961853027,99.98999786376953,0,0,1712242569
2024-04-04 16:37:41 UTC,12979,18322.291015625,2.480000019073486,99.98999786376953,0,0,1712248661
2024-04-04 17:07:48 UTC,12976,18322.92578125,,,0,2.0625,1712250468
2024-04-04 17:37:51 UTC,12974,18322.92578125,2.789999961853027,99.98999786376953,0,2.3125,1712252271
2024-04-04 18:07:56 UTC,12972,18322.92578125,,99.98999786376953,0,2.5,1712254076
2024-04-04 18:38:19 UTC,12980,12214.2255859375,2.980000019073486,99.98999786376953,0,0,1712255899
2024-04-04 19:08:48 UTC,12977,2346.3251953125,2.480000019073486,99.98999786376953,0,0,1712257728
2024-04-04 19:39:03 UTC,12970,3111.500244140625,2.509999990463257,99.98999786376953,0,0,1712259543
2024-04-04 20:09:06 UTC,12968,18326.1015625,2.140000104904175,99.98999786376953,3.534049550246941,2.375,1712261346
2024-04-04 20:39:20 UTC,12967,18326.1015625,1.669999957084656,99.98999786376953,0,0,1712263160
2024-04-04 21:09:23 UTC,12965,18326.1015625,1.519999980926514,99.98999786376953,0,1.6875,1712264963
2024-04-04 21:39:32 UTC,12971,18326.1015625,,,0,0,1712266772
2024-04-04 22:09:41 UTC,12966,18325.572265625,,99.98999786376953,0,0,1712268581
2024-04-04 22:39:48 UTC,12975,18324.1953125,1.240000009536743,99.98999786376953,0,0,1712270388
2024-04-04 23:50:44 UTC,12986,18323.37890625,,99.98999786376953,0,0.8125,1712274644
2024-04-05 00:21:08 UTC,12988,3086.10009765625,1.009999990463257,99.98999786376953,0,0,1712276468
2024-04-05 00:52:08 UTC,12985,18325.30859375,,,0,0,1712278328
2024-04-05 01:22:11 UTC,12989,18323.37890625,1.029999971389771,99.98999786376953,0,0.8125,1712280131
2024-04-05 01:52:35 UTC,12990,3124.2001953125,,,0,0,1712281955
2024-04-05 02:23:07 UTC,12994,4025.89990234375,,,0,0,1712283787
2024-04-05 02:53:10 UTC,12991,18322.92578125,1.190000057220459,99.98999786376953,3.528287361234387,0.75,1712285590
2024-04-05 03:53:52 UTC,12987,18323.455078125,1.47000002861023,99.98999786376953,0,0,1712289232
2024-04-05 05:14:51 UTC,12993,18326.1015625,,,3.510699944757001,1.1875,1712294091
2024-04-05 06:25:46 UTC,12992,18326.1015625,1.519999980926514,99.98999786376953,0,0.9375,1712298346
2024-04-05 06:56:01 UTC,13004,18326.1015625,,99.98999786376953,0,0,1712300161
2024-04-05 08:06:43 UTC,13011,18326.1015625,,,3.500366088287369,1,1712304403
2024-04-05 09:07:18 UTC,13002,18327.0078125,1.090000033378601,99.98999786376953,3.501486255611677,0.4375,1712308038
2024-04-05 10:49:32 UTC,13008,18329.27734375,1.080000042915344,99.98999786376953,0,0,1712314172
2024-04-05 12:51:02 UTC,12997,18331.544921875,,,3.552845699479534,2.25,1712321462
2024-04-05 14:01:30 UTC,13012,18354.67578125,5.170000076293945,99.98999786376953,0,5.4375,1712325690
2024-04-05 14:31:51 UTC,12999,18364.201171875,6.800000190734863,72,0,0,1712327511
2024-04-05 15:01:54 UTC,13000,18366.46875,7.650000095367432,68.4000015258789,3.566575547626829,7.6875,1712329314
2024-04-05 15:31:57 UTC,12996,18364.201171875,6.590000152587891,68.11000061035156,0,6.6875,1712331117
2024-04-05 16:02:00 UTC,12998,18361.02734375,7.78000020980835,65.93000030517578,0,7,1712332920
2024-04-05 16:32:03 UTC,13001,18361.02734375,7.480000019073486,62.79000091552734,0,6.9375,1712334723
2024-04-05 17:02:06 UTC,13015,18361.02734375,8.489999771118164,62.02999877929688,3.594756067544236,8.125,1712336526
2024-04-05 17:32:09 UTC,13009,18354.67578125,7.610000133514404,63.91999816894531,3.579518444370101,7,1712338329
2024-04-05 18:02:12 UTC,13003,18351.046875,7.400000095367432,66.33999633789062,3.589131695166748,6.375,1712340132
2024-04-05 18:32:15 UTC,13014,18350.140625,7.860000133514404,65.26000213623047,3.573821753303655,6.625,1712341935
2024-04-05 19:02:18 UTC,13016,18351.501953125,7.590000152587891,66.62000274658203,0,6.875,1712343738
2024-04-05 19:32:21 UTC,13013,18351.501953125,10.77000045776367,57.31999969482422,3.581710125526919,9.1875,1712345541
2024-04-05 20:02:24 UTC,13006,18351.955078125,10,57.52000045776367,3.568390745047084,12,1712347344
2024-04-05 20:32:27 UTC,13005,18348.326171875,8.050000190734863,63.61999893188477,3.571281211865325,8.875,1712349147
2024-04-05 21:02:30 UTC,12995,18342.4296875,7.679999828338623,64.4000015258789,3.576135095650201,7.375,1712350950
2024-04-05 21:32:33 UTC,13010,18341.9765625,6.989999771118164,67.41000366210938,0,6.5,1712352753
2024-04-05 22:33:02 UTC,13007,18338.80078125,6.119999885559082,73.58999633789062,3.600242355768747,5.5625,1712356382
2024-04-05 23:03:06 UTC,13018,18338.80078125,5.809999942779541,75.4000015258789,3.604504580348353,5.25,1712358186
2024-04-05 23:33:09 UTC,13021,18338.80078125,5.639999866485596,76.0199966430664,3.58672848975831,4.9375,1712359989
2024-04-06 00:33:31 UTC,13022,18335.626953125,5.309999942779541,78.66000366210938,0,4.625,1712363611
2024-04-06 01:03:43 UTC,13019,4130.67529296875,5.150000095367432,83.66000366210938,0,0,1712365423
2024-04-06 01:33:46 UTC,13017,18332.904296875,4.869999885559082,84.51000213623047,0,4.25,1712367226
2024-04-06 03:04:26 UTC,13023,18332.451171875,4.690000057220459,82.7699966430664,0,3.9375,1712372666
2024-04-06 03:34:33 UTC,13024,18332.904296875,,,3.538146844882346,4.0625,1712374473
2024-04-06 04:04:36 UTC,13025,18332.451171875,4.53000020980835,84.16999816894531,3.542414838051194,3.875,1712376276
2024-04-06 05:35:40 UTC,13020,1050.925048828125,4.039999961853027,87.56999969482422,0,0,1712381740
2024-04-06 07:06:40 UTC,13044,18332.451171875,3.369999885559082,89.70999908447266,0,0,1712387200
2024-04-06 08:38:00 UTC,13028,18332.451171875,,88.16999816894531,0,0,1712392680
2024-04-06 09:08:23 UTC,13038,2082.80029296875,3.029999971389771,86.5199966430664,0,0,1712394503
2024-04-06 09:38:26 UTC,13034,18332.451171875,3.190000057220459,84.29000091552734,0,2.5,1712396306
2024-04-06 10:38:36 UTC,13033,18332.451171875,2.680000066757202,86.97000122070312,0,0,1712399916
2024-04-06 11:08:39 UTC,13039,18332.451171875,2.710000038146973,87.36000061035156,0,0,1712401719
2024-04-06 12:19:31 UTC,13035,18332.451171875,4.369999885559082,76.54000091552734,3.530106513195533,3.875,1712405971
2024-04-06 13:19:59 UTC,13036,18333.810546875,6.050000190734863,71.1500015258789,0,5.125,1712409599
2024-04-06 13:50:02 UTC,13041,18335.626953125,6.150000095367432,69.05999755859375,0,5.6875,1712411402
2024-04-06 14:50:27 UTC,13042,18335.626953125,6.71999979019165,66.77999877929688,3.539658841919667,6.375,1712415027
2024-04-06 15:50:33 UTC,13029,18335.626953125,7.670000076293945,74.18000030517578,3.54423519955487,7.125,1712418633
2024-04-06 16:20:36 UTC,13030,18335.626953125,7.010000228881836,76.5999984741211,3.542646107405765,6.625,1712420436
2024-04-06 16:50:39 UTC,13027,18335.626953125,7.769999980926514,81.02999877929688,3.543440653480318,7.125,1712422239
2024-04-06 17:20:42 UTC,13037,18335.626953125,7.570000171661377,82.4000015258789,0,7.25,1712424042
2024-04-06 17:50:45 UTC,13047,18335.626953125,10.4399995803833,72.77999877929688,3.546039067883976,8.375,1712425845
2024-04-06 18:20:48 UTC,13045,18335.626953125,8.65999984741211,74.9000015258789,3.548325726316981,9.1875,1712427648
2024-04-06 18:50:51 UTC,13043,18335.626953125,8.670000076293945,83.45999908447266,3.549712731162327,8.375,1712429451
2024-04-06 19:20:54 UTC,13040,18335.626953125,8.5600004196167,73.81999969482422,3.552206773626048,9.5,1712431254
2024-04-06 19:50:57 UTC,13026,18335.626953125,8.789999961853027,69.19999694824219,3.55255290840452,9.4375,1712433057
2024-04-06 20:21:00 UTC,13046,18335.626953125,8.770000457763672,76.41000366210938,3.553685947441524,8.875,1712434860
2024-04-06 20:51:03 UTC,13031,18335.171875,7.75,84.62000274658203,3.555468448008351,7.625,1712436663
2024-04-06 21:21:06 UTC,13032,18335.626953125,7.5,80.73999786376953,3.555653208087853,7.4375,1712438466
2024-04-06 21:51:09 UTC,13050,18334.265625,5.96999979019165,89.7699966430664,3.557239505797667,6.125,1712440269
2024-04-06 22:21:12 UTC,13054,18332.904296875,5.929999828338623,87.80999755859375,0,5.6875,1712442072
2024-04-06 22:51:15 UTC,13051,18332.451171875,5.96999979019165,86.5,3.559219517240555,5.5625,1712443875
2024-04-06 23:21:18 UTC,13049,18332.451171875,4.949999809265137,94.43000030517578,3.55801392086345,5,1712445678
2024-04-06 23:51:24 UTC,13058,18332.451171875,,98.08000183105469,0,3.9375,1712447484
2024-04-07 00:21:36 UTC,13056,18332.451171875,3.759999990463257,97.69999694824219,0,0,1712449296
2024-04-07 01:22:23 UTC,13052,18332.451171875,3.759999990463257,97.2300033569336,0,0,1712452943
2024-04-07 02:22:53 UTC,13053,18332.451171875,,,3.55661172827073,3.25,1712456573
2024-04-07 02:53:15 UTC,13055,3070.22509765625,3.440000057220459,95.48999786376953,0,0,1712458395
2024-04-07 04:54:56 UTC,13048,4092.575439453125,2.690000057220459,94.01000213623047,0,0,1712465696
2024-04-07 05:45:52 UTC,13057,18332.451171875,2.920000076293945,90.81999969482422,0,2.625,1712468752
2024-04-07 06:46:23 UTC,13076,18332.451171875,3,88.8499984741211,3.478613743102571,2.5,1712472383
2024-04-07 08:17:05 UTC,13064,18332.451171875,3.019999980926514,83.80999755859375,0,0,1712477825
2024-04-07 08:47:12 UTC,13062,18332.451171875,3.019999980926514,84.16000366210938,0,0,1712479632
2024-04-07 09:17:15 UTC,13069,18332.451171875,2.920000076293945,83.69000244140625,0,2.625,1712481435
2024-04-07 09:47:18 UTC,13068,18332.451171875,2.930000066757202,82.69000244140625,0,2.625,1712483238
2024-04-07 10:58:12 UTC,13079,18332.451171875,2.980000019073486,80.23999786376953,0,2.875,1712487492
2024-04-07 11:28:15 UTC,13063,18332.451171875,3.230000019073486,76.88999938964844,0,2.625,1712489295
2024-04-07 12:59:03 UTC,13072,18333.357421875,5.260000228881836,67.69000244140625,0,4.625,1712494743
2024-04-07 13:29:06 UTC,13059,18335.626953125,6.590000152587891,64.33999633789062,0,5.75,1712496546
2024-04-07 13:59:09 UTC,13073,18338.34765625,7.75,61.34000015258789,0,6.875,1712498349
2024-04-07 14:29:12 UTC,13070,18338.80078125,7.539999961853027,59.22999954223633,3.538871414453515,7.25,1712500152
2024-04-07 14:59:15 UTC,13074,18335.626953125,6.840000152587891,61.54999923706055,0,6.6875,1712501955
2024-04-07 15:29:18 UTC,13061,18335.626953125,8.359999656677246,57.77999877929688,3.542252655276498,7.4375,1712503758
2024-04-07 15:59:21 UTC,13065,18335.626953125,9.239999771118164,54.7400016784668,3.543002532363735,8.1875,1712505561
2024-04-07 16:29:24 UTC,13075,18335.626953125,8.600000381469727,56.65999984741211,3.546039067883976,8.5,1712507364
2024-04-07 16:59:27 UTC,13066,18335.626953125,8.880000114440918,54.16999816894531,0,8.75,1712509167
2024-04-07 17:29:30 UTC,13077,18335.626953125,9.550000190734863,54.31999969482422,3.548325726316981,8.75,1712510970
2024-04-07 17:59:33 UTC,13071,18335.626953125,9.029999732971191,55.31999969482422,3.54986250766275,8.5,1712512773
2024-04-07 18:29:36 UTC,13080,18335.626953125,9.510000228881836,54.16999816894531,3.551005836879252,8.875,1712514576
2024-04-07 18:59:39 UTC,13078,18335.626953125,13.40999984741211,45.43999862670898,3.552505591053725,11.1875,1712516379
2024-04-07 19:29:42 UTC,13060,18338.80078125,12.06999969482422,46.63999938964844,3.555824497189344,14,1712518182
2024-04-07 19:59:45 UTC,13067,18336.986328125,11.25,49.20999908447266,3.55586152436064,11.5,1712519985
2024-04-07 20:29:48 UTC,13090,18335.626953125,10.84000015258789,50.4900016784668,3.559071310078852,10.375,1712521788
2024-04-07 20:59:51 UTC,13092,18333.810546875,10.47000026702881,52.22999954223633,3.559611890345062,10,1712523591
2024-04-07 21:29:54 UTC,13088,18332.451171875,10.10000038146973,54.59999847412109,3.560939374869803,9.75,1712525394
2024-04-07 21:59:57 UTC,13093,18331.544921875,8.020000457763672,67.97000122070312,3.561529553063703,8.625,1712527197
2024-04-07 22:30:04 UTC,13094,18329.27734375,7.340000152587891,70.55999755859375,0,0,1712529004
2024-04-08 00:30:42 UTC,13085,18326.1015625,4.400000095367432,83.11000061035156,0,4.375,1712536242
2024-04-08 01:00:45 UTC,13089,18326.1015625,3.900000095367432,84.87000274658203,3.562267839942785,3.75,1712538045
2024-04-08 01:30:48 UTC,13087,18326.1015625,3.589999914169312,86.30999755859375,0,0,1712539848
2024-04-08 02:32:08 UTC,13084,18326.1015625,,,0,0,1712543528
2024-04-08 03:12:33 UTC,13091,18326.1015625,2.519999980926514,90.44999694824219,0,2.5625,1712545953
2024-04-08 03:43:00 UTC,13095,2327.275146484375,,91.4000015258789,0,0,1712547780
2024-04-08 04:13:05 UTC,13081,18326.1015625,,92.93000030517578,3.550534619284076,1.8125,1712549585
2024-04-08 04:43:08 UTC,13082,18324.740234375,1.740000009536743,93.83000183105469,3.553216511834753,1.5625,1712551388
2024-04-08 06:14:57 UTC,13086,18326.1015625,1.490000009536743,90.2699966430664,0,1.4375,1712556897
2024-04-08 06:45:17 UTC,13083,18324.830078125,1.399999976158142,88.95999908447266,0,0,1712558717
2024-04-08 08:36:47 UTC,13104,18326.1015625,1.259999990463257,85.29000091552734,3.613500200183577,0.9375,1712565407
2024-04-08 10:09:13 UTC,13114,18326.1015625,0.4799999892711639,87.44999694824219,0,0,1712570953
2024-04-08 11:10:36 UTC,13108,18324.830078125,1.659999966621399,86.31999969482422,0,0,1712574636
2024-04-08 12:41:23 UTC,13106,18338.80078125,9.479999542236328,56.5,3.602221453460904,6.8125,1712580083
2024-04-08 13:11:26 UTC,13099,18367.376953125,10.93000030517578,50.5,3.578248876563098,9.5625,1712581886
2024-04-08 13:41:29 UTC,13110,18364.654296875,11.92000007629395,44.61000061035156,3.566488511013105,10.875,1712583689
2024-04-08 14:11:32 UTC,13100,18380.076171875,13.85999965667725,36.29000091552734,3.565205379820279,13.375,1712585492
2024-04-08 14:41:35 UTC,13115,18373.7265625,15.61999988555908,33.61000061035156,3.561460113934954,14.875,1712587295
2024-04-08 15:11:38 UTC,13103,18370.09765625,15.77999973297119,29.95999908447266,3.546960083630482,15.8125,1712589098
2024-04-08 15:41:41 UTC,13107,18370.55078125,17.54999923706055,32.04000091552734,3.554827170162188,18.0625,1712590901
2024-04-08 16:11:44 UTC,13105,18364.201171875,19.59000015258789,28.5,3.559045355734756,18.9375,1712592704
2024-04-08 16:41:47 UTC,13109,18361.02734375,21.54999923706055,26.17000007629395,3.567451383278167,20.1875,1712594507
2024-04-08 17:11:50 UTC,13111,18361.02734375,20.54000091552734,27.20999908447266,3.571806115627917,21.8125,1712596310
2024-04-08 17:41:53 UTC,13097,18354.67578125,22.63999938964844,23.57999992370605,3.580089278856041,23.25,1712598113
2024-04-08 18:11:56 UTC,13098,18348.326171875,21.95999908447266,24.81999969482422,3.584146221143316,23.75,1712599916
2024-04-08 18:42:01 UTC,13102,18345.15234375,23.8700008392334,23.55999946594238,3.591587650551403,24.375,1712601721
2024-04-08 19:12:04 UTC,13112,18338.80078125,20.57999992370605,26.54000091552734,3.594844749944153,22.0625,1712603524
2024-04-08 19:42:07 UTC,13113,18331.998046875,18.23999977111816,30.15999984741211,3.601450341669232,18.5,1712605327
2024-04-08 20:12:10 UTC,13096,18329.27734375,20.97999954223633,26.88999938964844,3.604392753651013,19.5,1712607130
2024-04-08 20:42:13 UTC,13117,18332.451171875,23.6299991607666,24.6299991607666,3.609576881850787,23.25,1712608933
2024-04-08 21:12:16 UTC,13101,18332.451171875,22.17000007629395,24.8700008392334,3.611792562997865,22.75,1712610736
2024-04-08 21:42:19 UTC,13116,18326.5546875,19.18000030517578,27.8799991607666,3.616326252830113,19.8125,1712612539
2024-04-08 22:12:22 UTC,13132,18326.1015625,18.27000045776367,31.21999931335449,3.618604242174911,17.75,1712614342
2024-04-08 22:42:25 UTC,13127,18322.92578125,17.26000022888184,33.18999862670898,3.62231843522237,16.6875,1712616145
2024-04-08 23:12:28 UTC,13122,18326.1015625,16.5,34.54000091552734,3.623990481408037,15.8125,1712617948
2024-04-08 23:42:31 UTC,13119,18332.451171875,14.97999954223633,40.5099983215332,3.626938716169305,14.8125,1712619751
2024-04-09 00:12:34 UTC,13133,18334.265625,14.64000034332275,39.25,3.628329428813074,14.25,1712621554
2024-04-09 00:42:37 UTC,13126,18335.626953125,13.63000011444092,44.2400016784668,3.631019437891001,13.3125,1712623357
2024-04-09 01:12:40 UTC,13134,18335.626953125,13.23999977111816,44.38999938964844,3.63188554769575,13,1712625160
2024-04-09 01:42:43 UTC,13121,18332.904296875,12.68000030517578,44.81999969482422,3.633872614334059,12.25,1712626963
2024-04-09 02:12:46 UTC,13125,18333.810546875,11.93000030517578,48.15000152587891,3.634353500269829,11.9375,1712628766
2024-04-09 02:42:49 UTC,13124,18332.451171875,11.52000045776367,49.43999862670898,3.635704886399606,11.5625,1712630569
2024-04-09 03:12:52 UTC,13135,18332.451171875,11.02999973297119,52.02000045776367,3.580412998721641,10.9375,1712632372
2024-04-09 03:42:55 UTC,13123,18332.451171875,10.89999961853027,52.34000015258789,3.583486561413178,10.625,1712634175
